1,6123635565,497271702
3,695799499792,746347230
5,7761913327,967031125
7,557776320676,024715205
9,9104152517,273113790
11,7316148025,824992476
13,406735977330,992816294
15,91233931369,205558104
17,1033774598,204778451
19,462865680293,174864832
21,51600673537,841905866
23,825613112517,536845559
25,95275279739,544059954
27,91113734499,827804023
29,52389050566,078595428
31,6218353845,805782770
33,48290437330,478612340
35,15058992633,458615822
37,930317000136,365149226
39,9641971940,447134749
41,6923637158,429482569
43,40565079020,524055302
45,52239582419,237352059
47,613676859458,122736295
49,6986656764,399030976
51,811037890530,339557652
53,926394044644,074080738
55,0307283275,756052324
57,87258349492,570305191
59,66632409605,997523032
61,63896561637,422626656
63,34774567385,534645372
65,9127276811,704616781
67,5339319825,405071451
69,70536356491,757842368
71,609400698727,831677080
73,226507317937,557174649
75,272581349521,297414459
77,73379216327,482270786
79,7252773854,119279560
81,082735010541,975107601
83,1009499120,525256252
85,183957102653,525184183
87,0516789501,412608874
89,90892623014,594748457
91,81557863269,385924716
93,362430438738,268487185
95,12898719455,938345134
97,07243249423,403841128
99,618167467865,190646868
101,266932686125,406689175
103,01681984209,078764757
105,8121285586,025287700
107,0017626925,512925942
109,67881630890,287729853
111,89116663630,082784322
113,4271876151,999771453
115,21334496788,797973617
117,6878503343,873493474
119,456511549368,824582128
121,312435935587,787017163
123,64446131286,001265319
125,6174852553,385194137
127,308122867298,923671337
129,011136986030,168542523
131,9265046719,288986425
133,74739036846,493225605
135,99077901391,700872301
137,905100211238,283112233
139,05607548039,372263343
141,579000683958,582117675
143,31605871810,638610686
145,71797760971,855367323
147,5013882079,537147676
149,2290742562,551914039
151,143798485910,723800365
153,366449383990,319221181
155,79550177734,943276586
157,645606809579,058031756
159,41825695031,534629619
161,962809365972,154091053
163,66335395280,413082215
165,791810217302,018780920
167,1896092534,770117736
169,0675879570,064929851
171,63713728918,315915397
173,05381575046,485972587
175,57194154361,522402861
177,07473147825,372731771
179,8861272162,842836309
181,7018519974,961907349
183,33192865321,893964706
185,05392269064,973493717
187,4556917363,809557647
189,7987798841,314701739
191,9988030788,064911059
193,04861425689,962914343
195,36181091214,754937592
197,470482561223,476180432
199,845847348986,869702757
201,50801117980,210751563
203,91345457270,367981072
205,8443264000,951855068
207,0767721369,063898752
209,02491467864,224112364
211,9636145857,911534178
213,0477767663,883862888
215,724536984634,273309895
217,105040129125,606023112
219,123050856844,262121151
221,3743503458,823627620
223,385929945773,030016267
225,338675509069,947280877
227,780035328913,756554533
229,89057108236,317880381
231,90615873180,545644545
233,0799936804,048029896
235,77220967118,935220675
237,2993592721,356152480
239,55865669775,169257153
241,209063192125,165086274
243,7727676693,911443929
245,372229981372,438065098
247,570767915228,094917857
249,91233859952,905236276
251,21299599371,483030883
253,6175836323,874352005
255,00186701621,369316241
257,634202610461,481892621
259,32097338031,645240189
261,9430967060,847282907
263,5182088937,146259993
265,1660339801,771682115
267,82267756695,227995389
269,596948487576,594559331
271,03777356420,162210923
273,8236799761,354230175
275,9991077840,911023262
277,92631244172,282971614
279,235623121563,169618659
281,37890860958,397177631
283,427526344534,157854422
285,961620026269,892634274
287,30930614460,591803274
289,75484765449,684620701
291,24667344936,556904770
293,489618618259,727735117
295,2756066118,115138408
297,3628549022,521468952
299,1629725662,260792449
301,8633713768,261999458
303,25006467191,435995884
305,90546610595,527044406
307,9190777380,647272886
309,6455164646,015031602
311,437724365296,753508291
313,379366687191,326524698
315,811894134152,384074862
317,8547428445,606481156
319,5638463621,872524337
321,47669148452,438006545
323,636239747243,137854624
325,14191226392,850999687
327,5034404913,044040390
329,14831768008,331961607
331,022417236262,402965593
333,4424067943,179255421
335,200853954966,370474211
337,9863229704,337346602
339,270954109114,450146380
341,03503706969,536192657
343,702470471207,041587323
345,63288746521,688337892
347,8570298942,746736762
349,700987769506,637847084
351,4365497835,806730393
353,092119232994,127841488
355,195157417973,493824423
357,70766843141,348550350
359,6429143677,686991952
361,1837821157,611060309
363,6974390751,342171391
365,7800137457,662509116
367,41759887877,761352910
369,2061621031,441270745
371,19677896419,533110910
373,6898913052,703399940
375,108642738301,713536078
377,922032788948,835138304
379,9694504940,546791866
381,4113469300,814417466
383,931728045968,177491886
385,9149142158,430042040
387,26725568877,132433546
389,6420922685,667028972
391,232336415646,196601146
393,1028959290,063675072
395,63044770835,418347442
397,7491543908,575726068
399,16790407429,243238893
